"description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"New up and coming multi-genre author.Tempted is a combination of spy adventure combined with romance creating a hot and steamy new read for Christmas of 2019.",54,40,2,103,"https://t.co/QWwJltTxNS","Author J.F. Thurston",NA,FALSE,FALSE,"JFThurston","New York, USA","en",971243863338901504,0,FALSE,"http://pbs.twimg.com/profile_images/971246355703390212/AQREwL7q_normal.jpg"
"<U+270C><U+FE0F><U+270C> #TeamATeam",166967,752,21849,331,NA,"Austin Troy Bolton",NA,FALSE,FALSE,"slick0501","Rhode Island, USA","en",2458590076,59,FALSE,"http://pbs.twimg.com/profile_images/952573283114897409/Dg0uWb1b_normal.jpg"
"God, Family and Country loving. Legal immigrant and Proud American <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>
Libertarian Conservative. <U+039C><U+039F><U+039B>O<U+039D> <U+039B><U+0391><U+0392><U+0395>  #MAGA",4824,735,20258,920,NA,"AlwaysRight <ed><U+00A0><U+00BE><ed><U+00B6><U+008B>",NA,FALSE,FALSE,"SharonC86934855","Florida, USA ","en",833326859643412480,0,FALSE,"http://pbs.twimg.com/profile_images/858021247531315200/ZkwqYK6v_normal.jpg"
"64 year old retired businessman dog lover bass guitar drummer keyboard vocalist  love 60s /70s music avid motorcyclist classic cars #Resistance #FBR",36684,2194,29072,2837,NA,"304 IWIN #RESIST",NA,FALSE,FALSE,"benCunn08101304","SHITHOLE USA","en",4871858145,20,FALSE,"http://pbs.twimg.com/profile_images/903066699305541632/DL6EQYhP_normal.jpg"
"I love my kids, music, and food. I like to think I am intelligent but rely on spell check quite a bit. Can't figure out why people have to be so stupid.",10241,222,9067,140,NA,"Aaron D Bailey",NA,FALSE,FALSE,"AaronDBailey3","West Side USA","en",822708522982981632,0,FALSE,"http://pbs.twimg.com/profile_images/822722359584952321/SpFBmHUs_normal.jpg"
"",5308,232,8509,255,NA,"AmericanPatriot",NA,FALSE,FALSE,"matterberry1","California, USA","en",2836016132,2,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"FOLLOW MY ACCOUNT: @SWAYGUEVARA #NRA #qanon #HRCVideo #InternetBillOfRights BLOCKED BY @ThomasWictor Cuz I Corrected Him On COVFEFE + @ROSIE SHE HATES MEMES!",71810,22188,37791,24420,"https://t.co/uB9S2duwdB","NANCY PEPLOSI HAS SEX WITH CUSTODIANS?",NA,FALSE,FALSE,"THEREALMRSAZON","Florida, USA","en",392551055,53,FALSE,"http://pbs.twimg.com/profile_images/971798974674939905/IO-B8FkL_normal.jpg"
"Always Be Ur self <U+2665>_<U+2665> <U+2665> <U+2605> Love my family and friends <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+263A><U+FE0F><U+263A><U+FE0F><U+263A><U+FE0F>",73717,866,62881,1110,NA,"Celena ayman",NA,FALSE,FALSE,"Cece_amazing","Ohio, USA /Jordan","en",1186576326,78,FALSE,"http://pbs.twimg.com/profile_images/780777177256169472/go2_SjdU_normal.jpg"
"I strive for progress not perfection <ed><U+00A0><U+00BD><ed><U+00B1><U+00BB> antwon_13 <ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088>",210,56,300,288,NA,"<ed><U+00A0><U+00BC><ed><U+00B5><U+00B0><U+FE0F>nt<ed><U+00A0><U+00BC><ed><U+00B5><U+00BE><U+FE0F>n<U+2139><U+FE0F><ed><U+00A0><U+00BC><ed><U+00B5><U+00BE><U+FE0F> R<ed><U+00A0><U+00BC><ed><U+00B5><U+00BE><U+FE0F>dr<U+2139><U+FE0F>guez",NA,FALSE,FALSE,"rodriguez_2187","Texas, USA","en",941153963616980992,0,FALSE,"http://pbs.twimg.com/profile_images/958797489708158976/PNhwBnB9_normal.jpg"
"DOP - Director - Producer & Overseas Film Distributors",10219,625,2308,326,"https://t.co/MfpultNhi0","M.M. ChandraMouli",NA,FALSE,FALSE,"mmchandramouli","USA & INDIA","en",864712345494237184,0,FALSE,"http://pbs.twimg.com/profile_images/864717366218768384/fvo8EQGF_normal.jpg"
"Singer /Songwriter. I truly believe in dreaming big, and accomplishing your goals . my new song “Dim The Lights” is out everywhere!",2866,557,297,1108,"https://t.co/MiRd2dSWDB","SajtheArtist",NA,FALSE,FALSE,"sajtheartist","Virginia, USA","en",194665124,0,FALSE,"http://pbs.twimg.com/profile_images/970178483380015104/tRpNRUom_normal.jpg"
"Printmaker, Drawer, and Writer",102,81,145,207,NA,"Benjamin Janssen",NA,FALSE,FALSE,"MuscularMenace","Illinois, USA","en",2834299853,1,FALSE,"http://pbs.twimg.com/profile_images/913950533077094400/-Z5o9hXG_normal.jpg"
"She is clothed with strength and dignity, and she laughs without fear of the future<U+2728> Proverbs 31:25.",5812,380,16936,1148,NA,"Teira Hill",NA,FALSE,FALSE,"teiramarkese","Louisiana, USA","en",851576684,0,FALSE,"http://pbs.twimg.com/profile_images/971259152570961921/DpciH2mp_normal.jpg"
"create kindness wherever you can, admire those who do the same and yeah, make cool ass jewelry, #RESIST https://t.co/MiE6fSsszW",32790,5807,36546,5534,NA,"Stolen Sceptre",NA,FALSE,FALSE,"StolenSceptre","USA, midwest  ","en",2619258624,74,FALSE,"http://pbs.twimg.com/profile_images/823466622207729664/FknLNTEt_normal.jpg"
"PSN,Worker, Anime, Dream Girlfriend",53,8,14,23,NA,"Donna J Zeigler",NA,FALSE,FALSE,"DonnaJZeigler1","Pennsylvania, USA","en",970819172237303808,0,FALSE,"http://pbs.twimg.com/profile_images/971349305083748354/Y0YDWLx5_normal.jpg"
"I write books that entertain & inspire-27 in total. Grab a copy of my latest, Breathe Again, today! https://t.co/2u3mcH3pGy",48415,3893,2684,3639,"https://t.co/chV9ATvxQe","Adrienne Thompson",NA,FALSE,FALSE,"A_H_Thompson","Arkansas, USA","en",81578123,281,FALSE,"http://pbs.twimg.com/profile_images/378800000674373644/1825c71235c00e2fee688d8456a13de3_normal.jpeg"
"Christian, Husband 46 years now, Dad & GrandDad, Conservative Independent, Army Vet, Retired, Stand Up Patriot's! 2 Cor.5:7",15134,4468,13748,4939,NA,"American Optimist",NA,FALSE,FALSE,"dls58","North Carolina, USA","en",135544698,13,FALSE,"http://pbs.twimg.com/profile_images/718674368469934081/F1oqbnZ4_normal.png"
"Observations on the state of the nation, from a location somewhere on Main Street.",90784,1427,7650,2921,NA,"Main Street Muse",NA,FALSE,FALSE,"MainStreetMuse","Main Street, USA","en",179785566,81,FALSE,"http://pbs.twimg.com/profile_images/2948972006/f248507d326423561e2df5e89afc7cff_normal.jpeg"
"Suzi/21/She/Artist/College Student/Bi/Loves Super Mario,Sonic the Hedgehog,any Popular Video Games I'm Interested/Gothic/<ed><U+00A0><U+00BC><ed><U+00B7><U+00B2><ed><U+00A0><U+00BC><ed><U+00B7><U+00BD>Mexican American<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>/Aquarius<U+2652><U+FE0F>",7353,75,11917,232,"https://t.co/EfSVnj9J6e","I’m Dead Inside",NA,FALSE,FALSE,"Suzikirby89","New York, USA","en",845450367169126400,1,FALSE,"http://pbs.twimg.com/profile_images/943921507876659201/rQZVuUM4_normal.jpg"
"",249,39,5,24,NA,"Ivana",NA,FALSE,FALSE,"ivana0526","Florida, USA","en",934914542253019136,0,FALSE,"http://pbs.twimg.com/profile_images/934922073813737472/qniZ_P4z_normal.jpg"
"<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>American Patriot, Wife & Mother<U+2764><U+FE0F>God, Country, History, Antiques, animals <ed><U+00A0><U+00BD><ed><U+00B0><U+00B6><ed><U+00A0><U+00BD><ed><U+00B0><U+00BE>
#GreatAwakening #WeThePeople
#ForGodAndCountry #MAGA #Q",756,202,2156,281,NA,"ChoiceFathom",NA,FALSE,FALSE,"ChoiceFathom","California, USA","en",3885047233,0,FALSE,"http://pbs.twimg.com/profile_images/956652076846608384/6PSLjFn1_normal.jpg"
"Senior, 68, Wife, God-mom, Friend, Entrepreneur, Independent, Camper, Hiker, Writer, Reader, Hunter, free thinker, child spoiler",9966,300,9698,520,NA,"Didi",NA,FALSE,FALSE,"nbkdsm2","Colorado, USA","en",810989301714534400,3,FALSE,"http://pbs.twimg.com/profile_images/936449179164876800/M3-j9qBc_normal.jpg"
"yea, dat way",21056,754,11235,431,"https://t.co/NYLt4r3OHy","kelso<U+264D>",NA,FALSE,FALSE,"lucy_seuss","Maryland, USA","en",1523804059,7,FALSE,"http://pbs.twimg.com/profile_images/968952996221595648/o2smaJze_normal.jpg"
"Just a Vet trying to bring FREE mobile healthcare screenings to Veterans, homeless, Nat. Amer. the poor, anyone that cant afford it. It's everyones right!!",73806,6064,53155,6647,NA,"Dennis B",NA,FALSE,FALSE,"CHCmobile","New York,and San Antonio USA","en",2920868647,27,FALSE,"http://pbs.twimg.com/profile_images/543179728320860160/zA6XQT0w_normal.jpeg"
